,energy,ground_state_id,excited_state_id,overlap
0,0.0,gs_scan_no_h2o_0,es_scan_no_h2o_0,3.072325047651587e-08
1,0.0011983161789588164,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_0_vib_excited,3.072325047651587e-08
2,6.675058617823526e-12,gs_scan_no_h2o_0,es_scan_no_h2o_1,2.8420182462739617e-16
3,0.001198316185633875,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_1_vib_excited,2.8420182462739617e-16
4,0.0002815419157764861,gs_scan_no_h2o_0,es_scan_no_h2o_2,5.583056467209388e-07
5,0.0014798580947353024,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_2_vib_excited,5.583056467209388e-07
6,0.0002815419184666676,gs_scan_no_h2o_0,es_scan_no_h2o_3,5.4406256782036685e-15
7,0.001479858097425484,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_3_vib_excited,5.4406256782036685e-15
8,0.0005596598712194953,gs_scan_no_h2o_0,es_scan_no_h2o_4,5.485138123315818e-06
9,0.0017579760501783117,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_4_vib_excited,5.485138123315818e-06
10,0.0005596598738544122,gs_scan_no_h2o_0,es_scan_no_h2o_5,4.6620428111432276e-14
11,0.0017579760528132287,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_5_vib_excited,4.6620428111432276e-14
12,0.0008259718613310722,gs_scan_no_h2o_0,es_scan_no_h2o_6,3.4608570227879256e-05
13,0.0020242880402898886,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_6_vib_excited,3.4608570227879256e-05
14,0.0008259718634165508,gs_scan_no_h2o_0,es_scan_no_h2o_7,3.055296756617422e-13
15,0.002024288042375367,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_7_vib_excited,3.055296756617422e-13
16,0.001084493104632833,gs_scan_no_h2o_0,es_scan_no_h2o_8,0.00017107962305156694
17,0.0022828092835916495,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_8_vib_excited,0.00017107962305156694
18,0.0010844931049326712,gs_scan_no_h2o_0,es_scan_no_h2o_9,2.979486354500702e-13
19,0.002282809283891488,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_9_vib_excited,2.979486354500702e-13
20,0.0013467325717862549,gs_scan_no_h2o_0,es_scan_no_h2o_10,7.283154799890738e-12
21,0.0025450487507450714,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_10_vib_excited,7.283154799890738e-12
22,0.0013467325725702028,gs_scan_no_h2o_0,es_scan_no_h2o_11,0.0007525250883902265
23,0.002545048751529019,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_11_vib_excited,0.0007525250883902265
24,0.001616177721006042,gs_scan_no_h2o_0,es_scan_no_h2o_12,2.903113921516802e-11
25,0.0028144938999648582,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_12_vib_excited,2.903113921516802e-11
26,0.0016161777250195582,gs_scan_no_h2o_0,es_scan_no_h2o_13,0.002879727542497388
27,0.0028144939039783743,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_13_vib_excited,0.002879727542497388
28,0.0017757354567214854,gs_scan_no_h2o_0,es_scan_no_h2o_14,1.6819822471455547e-15
29,0.002974051635680302,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_14_vib_excited,1.6819822471455547e-15
30,0.0017757354572528897,gs_scan_no_h2o_0,es_scan_no_h2o_15,4.883324380657667e-08
31,0.002974051636211706,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_15_vib_excited,4.883324380657667e-08
32,0.0018891752015415962,gs_scan_no_h2o_0,es_scan_no_h2o_16,9.093416720209985e-11
33,0.003087491380500413,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_16_vib_excited,9.093416720209985e-11
34,0.001889175204134441,gs_scan_no_h2o_0,es_scan_no_h2o_17,0.00953174792470235
35,0.003087491383093257,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_17_vib_excited,0.00953174792470235
36,0.002162344619074042,gs_scan_no_h2o_0,es_scan_no_h2o_18,1.013457206833392e-08
37,0.0033606607980328582,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_18_vib_excited,1.013457206833392e-08
38,0.0021623446239098596,gs_scan_no_h2o_0,es_scan_no_h2o_19,0.026306346914555148
39,0.0033606608028686757,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_19_vib_excited,0.026306346914555148
40,0.002197948296912831,gs_scan_no_h2o_0,es_scan_no_h2o_20,4.425149432856744e-11
41,0.003396264475871647,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_20_vib_excited,4.425149432856744e-11
42,0.0021979482980069237,gs_scan_no_h2o_0,es_scan_no_h2o_21,2.6091722373898303e-06
43,0.00339626447696574,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_21_vib_excited,2.6091722373898303e-06
44,0.0024342200904963925,gs_scan_no_h2o_0,es_scan_no_h2o_22,3.4555067483015226e-05
45,0.0036325362694552086,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_22_vib_excited,3.4555067483015226e-05
46,0.0024342200922130514,gs_scan_no_h2o_0,es_scan_no_h2o_23,0.06040976658804417
47,0.0036325362711718675,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_23_vib_excited,0.06040976658804417
48,0.0026018650157055992,gs_scan_no_h2o_0,es_scan_no_h2o_24,4.7976950931451315e-05
49,0.0038001811946644154,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_24_vib_excited,4.7976950931451315e-05
50,0.0026018650170243508,gs_scan_no_h2o_0,es_scan_no_h2o_25,3.670034121079784e-05
51,0.003800181195983167,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_25_vib_excited,3.670034121079784e-05
52,0.0027043999968869026,gs_scan_no_h2o_0,es_scan_no_h2o_26,0.058743770392353296
53,0.0039027161758457187,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_26_vib_excited,0.058743770392353296
54,0.002704400001419465,gs_scan_no_h2o_0,es_scan_no_h2o_27,0.05566497395129603
55,0.0039027161803782814,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_27_vib_excited,0.05566497395129603
56,0.002971455305977914,gs_scan_no_h2o_0,es_scan_no_h2o_28,0.0919779903788795
57,0.004169771484936731,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_28_vib_excited,0.0919779903788795
58,0.002971456346343415,gs_scan_no_h2o_0,es_scan_no_h2o_29,0.09197524769556524
59,0.004169772525302231,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_29_vib_excited,0.09197524769556524
60,0.002982998782228145,gs_scan_no_h2o_0,es_scan_no_h2o_30,8.732221352498815e-05
61,0.004181314961186961,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_30_vib_excited,8.732221352498815e-05
62,0.0029829999831368697,gs_scan_no_h2o_0,es_scan_no_h2o_31,8.879395090788936e-05
63,0.004181316162095686,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_31_vib_excited,8.879395090788936e-05
64,0.0032299637141252236,gs_scan_no_h2o_0,es_scan_no_h2o_32,0.12805472533831389
65,0.00442827989308404,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_32_vib_excited,0.12805472533831389
66,0.003229966487045128,gs_scan_no_h2o_0,es_scan_no_h2o_33,0.12802359974999725
67,0.004428282666003944,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_33_vib_excited,0.12802359974999725
68,0.003325646113448159,gs_scan_no_h2o_0,es_scan_no_h2o_34,0.005726647970997446
69,0.004523962292406976,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_34_vib_excited,0.005726647970997446
70,0.0033256547857874845,gs_scan_no_h2o_0,es_scan_no_h2o_35,0.00569982774226052
71,0.004523970964746301,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_35_vib_excited,0.00569982774226052
72,0.003470850858611155,gs_scan_no_h2o_0,es_scan_no_h2o_36,0.11290097987044462
73,0.0046691670375699715,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_36_vib_excited,0.11290097987044462
74,0.0034708755898635747,gs_scan_no_h2o_0,es_scan_no_h2o_37,0.11292346197088236
75,0.004669191768822391,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_37_vib_excited,0.11292346197088236
76,0.0036125418106694434,gs_scan_no_h2o_0,es_scan_no_h2o_38,0.007451782651548928
77,0.0048108579896282595,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_38_vib_excited,0.007451782651548928
78,0.00361261067681707,gs_scan_no_h2o_0,es_scan_no_h2o_39,0.007437090880493383
79,0.004810926855775886,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_39_vib_excited,0.007437090880493383
80,0.0037489226948728537,gs_scan_no_h2o_0,es_scan_no_h2o_40,0.03315764349981991
81,0.00494723887383167,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_40_vib_excited,0.03315764349981991
82,0.003749065935057057,gs_scan_no_h2o_0,es_scan_no_h2o_41,0.0331622671185078
83,0.004947382114015873,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_41_vib_excited,0.0331622671185078
84,0.003913405977963615,gs_scan_no_h2o_0,es_scan_no_h2o_42,0.002214037828725631
85,0.005111722156922431,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_42_vib_excited,0.002214037828725631
86,0.0039137047565594675,gs_scan_no_h2o_0,es_scan_no_h2o_43,0.0022135765599871878
87,0.005112020935518284,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_43_vib_excited,0.0022135765599871878
88,0.004076673356270332,gs_scan_no_h2o_0,es_scan_no_h2o_44,0.007587312838072507
89,0.005274989535229148,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_44_vib_excited,0.007587312838072507
90,0.004077299557246091,gs_scan_no_h2o_0,es_scan_no_h2o_45,0.007588450944257537
91,0.005275615736204907,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_45_vib_excited,0.007588450944257537
92,0.004250006814736475,gs_scan_no_h2o_0,es_scan_no_h2o_46,0.0013308507432488756
93,0.005448322993695291,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_46_vib_excited,0.0013308507432488756
94,0.004251315955215698,gs_scan_no_h2o_0,es_scan_no_h2o_47,0.0013352478561894645
95,0.005449632134174514,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_47_vib_excited,0.0013352478561894645
96,0.004426337279793286,gs_scan_no_h2o_0,es_scan_no_h2o_48,0.0014486238705811632
97,0.005624653458752102,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_48_vib_excited,0.0014486238705811632
98,0.004429083132764976,gs_scan_no_h2o_0,es_scan_no_h2o_49,0.001444608303405077
99,0.0056273993117237926,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_49_vib_excited,0.001444608303405077
100,0.004605976521745563,gs_scan_no_h2o_0,es_scan_no_h2o_50,0.0007646252062128712
101,0.005804292700704379,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_50_vib_excited,0.0007646252062128712
102,0.004611709874938036,gs_scan_no_h2o_0,es_scan_no_h2o_51,0.0007733431844174517
103,0.0058100260538968525,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_51_vib_excited,0.0007733431844174517
104,0.004785850697591137,gs_scan_no_h2o_0,es_scan_no_h2o_52,0.00016236379089856022
105,0.005984166876549953,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_52_vib_excited,0.00016236379089856022
106,0.004797679606577561,gs_scan_no_h2o_0,es_scan_no_h2o_53,0.00015586154027952406
107,0.005995995785536377,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_53_vib_excited,0.00015586154027952406
108,0.004963295141850145,gs_scan_no_h2o_0,es_scan_no_h2o_54,0.0003211156690067811
109,0.006161611320808961,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_54_vib_excited,0.0003211156690067811
110,0.004987089216562363,gs_scan_no_h2o_0,es_scan_no_h2o_55,0.00032844134067458295
111,0.006185405395521179,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_55_vib_excited,0.00032844134067458295
112,0.005134169207305364,gs_scan_no_h2o_0,es_scan_no_h2o_56,2.8669524475233027e-06
113,0.00633248538626418,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_56_vib_excited,2.8669524475233027e-06
114,0.005179513473299113,gs_scan_no_h2o_0,es_scan_no_h2o_57,9.463367412967537e-07
115,0.006377829652257929,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_57_vib_excited,9.463367412967537e-07
116,0.005297118342728025,gs_scan_no_h2o_0,es_scan_no_h2o_58,0.00010436001331575832
117,0.006495434521686841,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_58_vib_excited,0.00010436001331575832
118,0.0053756301030545095,gs_scan_no_h2o_0,es_scan_no_h2o_59,9.744242520129427e-05
119,0.006573946282013326,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_59_vib_excited,9.744242520129427e-05
120,0.005457031081498558,gs_scan_no_h2o_0,es_scan_no_h2o_60,4.18340918623608e-06
121,0.006655347260457374,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_60_vib_excited,4.18340918623608e-06
122,0.005576023339317926,gs_scan_no_h2o_0,es_scan_no_h2o_61,8.350102280974117e-06
123,0.006774339518276742,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_61_vib_excited,8.350102280974117e-06
124,0.0056246216353785196,gs_scan_no_h2o_0,es_scan_no_h2o_62,3.122137769922489e-05
125,0.006822937814337336,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_62_vib_excited,3.122137769922489e-05
126,0.0057818468342600085,gs_scan_no_h2o_0,es_scan_no_h2o_63,1.7540474804427263e-05
127,0.006980163013218825,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_63_vib_excited,1.7540474804427263e-05
128,0.005807457203325517,gs_scan_no_h2o_0,es_scan_no_h2o_64,9.864131193622154e-06
129,0.007005773382284333,gs_scan_no_h2o_0_vib_excited,es_scan_no_h2o_64_vib_excited,9.864131193622154e-06
130,0.005994065802520019,gs_scan_no_h2o_0,es_scan_no_h2o_65,9.669964887926136e-06
