-4.1787  -517.424895
5.8213  -517.425695
15.8213 -517.426824
25.8213 -517.428242
35.8213 -517.429216
45.8213 -517.429412
55.8213 -517.429426
65.8213 -517.429427
75.8213 -517.428824
85.8213 -517.428476
95.8213 -517.428589
105.8213    -517.42868
115.8213    -517.429187
125.8213    -517.429676
135.8213    -517.429427
145.8213    -517.428613
155.8213    -517.42778
165.8213    -517.426204
175.8213    -517.424763
185.8213    -517.425607
195.8213    -517.426741
205.8213    -517.428395
215.8213    -517.429168
225.8213    -517.429437
235.8213    -517.429418
245.8213    -517.429422
255.8213    -517.428574
265.8213    -517.42842
275.8213    -517.42853
285.8213    -517.429017
295.8213    -517.429119
305.8213    -517.429646
315.8213    -517.429444
325.8213    -517.428678
335.8213    -517.427929
345.8213    -517.426575
355.8213    -517.424895
365.8213  -517.425695
