-0.025256207	33520.40005
-0.020028654	33520.23227
-0.022220221	33520.06449
-0.02024978	33519.89671
-0.024693589	33519.72893
-0.023924222	33519.56116
-0.021185294	33519.39338
-0.021679958	33519.22561
-0.026272285	33519.05784
-0.026113141	33518.89007
-0.027771582	33518.7223
-0.028543851	33518.55454
-0.026164605	33518.38677
-0.024805771	33518.21901
-0.021009359	33518.05125
-0.022021998	33517.88349
-0.023745576	33517.71574
-0.022234762	33517.54798
-0.025955805	33517.38023
-0.024969657	33517.21247000001
-0.023137822	33517.04472000001
-0.021795992	33516.87697
-0.026141785	33516.70923
-0.024059731	33516.54148
-0.0224682	33516.37374
-0.024731029	33516.20600000001
-0.024300211	33516.03826
-0.021442516	33515.87052
-0.026202505	33515.70278
-0.026489839	33515.53504
-0.024592742	33515.36731
-0.022310732	33515.19958
-0.021443751	33515.03185
-0.024257997	33514.86412000001
-0.025798294	33514.69639
-0.025936647	33514.52867
-0.025300578	33514.36094000001
-0.027661592	33514.19322
-0.026991623	33514.0255
-0.024485221	33513.85778000001
-0.023907039	33513.69007
-0.025657807	33513.52235
-0.024662748	33513.35464000001
-0.02652977	33513.18693
-0.02172916	33513.01921000001
-0.028943182	33512.85151
-0.026592682	33512.68380000001
-0.027782201	33512.51609
-0.023516624	33512.34839
-0.029305188	33512.18069
-0.02231546	33512.01299
-0.027424839	33511.84529
-0.024935271	33511.67759
-0.026012024	33511.5099
-0.030733796	33511.34221
-0.025282163	33511.17451
-0.02771188	33511.00682
-0.026044179	33510.83914
-0.022886043	33510.67145
-0.028239948	33510.50376
-0.026920462	33510.33608
-0.0244227	33510.1684
-0.025671725	33510.00072
-0.022425578	33509.83304
-0.025475056	33509.66537
-0.021817627	33509.49769
-0.026994577	33509.33002
-0.02825853	33509.16235000001
-0.024221501	33508.99468
-0.023071611	33508.82701
-0.029334782	33508.65934000001
-0.025369708	33508.49168
-0.024519851	33508.32401
-0.027069807	33508.15635
-0.026500329	33507.98869000001
-0.02622564	33507.82103
-0.024588447	33507.65338
-0.028185879	33507.48572
-0.027996524	33507.31807
-0.02401346	33507.15042000001
-0.027616594	33506.98277
-0.027403483	33506.81512
-0.024145493	33506.64748
-0.024863855	33506.47983
-0.026956723	33506.31219
-0.025365192	33506.14455
-0.028608619	33505.97691
-0.023661499	33505.80927000001
-0.023197016	33505.64163000001
-0.025841985	33505.474
-0.025062009	33505.30637000001
-0.025691814	33505.13874
-0.026686004	33504.97111000001
-0.022534125	33504.80348
-0.022868735	33504.63585000001
-0.027477837	33504.46823000001
-0.025479182	33504.3006
-0.024348285	33504.13298
-0.024440199	33503.96536
-0.026905602	33503.79775000001
-0.025136034	33503.63013000001
-0.024081389	33503.46252
-0.023060582	33503.2949
-0.023285418	33503.12729
-0.024310049	33502.95968
-0.025565529	33502.79208
-0.027545157	33502.62447
-0.027608562	33502.45687
-0.028164342	33502.28926000001
-0.027889422	33502.12166
-0.026435279	33501.95406
-0.030406779	33501.78647
-0.029295402	33501.61887000001
-0.027849622	33501.45128
-0.025354062	33501.28368
-0.025666766	33501.11609
-0.024758335	33500.94850000001
-0.030599705	33500.78092
-0.024551204	33500.61333
-0.024528295	33500.44575
-0.025204225	33500.27816
-0.024201471	33500.11058
-0.028898897	33499.943
-0.033700388	33499.77543
-0.022749575	33499.60785
-0.026265574	33499.44028
-0.026783043	33499.27271
-0.032170774	33499.10513
-0.027810034	33498.93757
-0.032694544	33498.77
-0.029904469	33498.60243
-0.029408597	33498.43487
-0.027410005	33498.26731
-0.026688126	33498.09975
-0.028547361	33497.93219
-0.031328144	33497.76463000001
-0.030718813	33497.59707
-0.026460601	33497.42952000001
-0.020439405	33497.26197
-0.013488928	33497.09442
-0.018674791	33496.92687
-0.01428311	33496.75932
-0.020341479	33496.59178
-0.0122244521	33496.42423
-0.01915141	33496.25669
-0.017213697	33496.08915
-0.013870133	33495.92161
-0.010681405	33495.75408000001
-0.013130273	33495.58654
-0.01672267	33495.41901000001
-0.010695141	33495.25147
-0.016390036	33495.08394
-0.011382785	33494.91642
-0.01494537	33494.74889
-0.014943959	33494.58136
-0.012832362	33494.41384
-0.014189297	33494.24632000001
-0.01728004	33494.0788
-0.012536609	33493.91128
-0.015944845	33493.74376
-0.017979974	33493.57625000001
-0.017379405	33493.40873
-0.024265701	33493.24122
-0.027450074	33493.07371
-0.026678839	33492.9062
-0.024778498	33492.7387
-0.027240105	33492.57119
-0.021373541	33492.40369
-0.029819755	33492.23619
-0.023806025	33492.06869
-0.031243061	33491.90119
-0.029624775	33491.73369
-0.028342052	33491.5662
-0.030437158	33491.39870000001
-0.028804894	33491.23121000001
-0.029178854	33491.06372000001
-0.029136638	33490.89623000001
-0.028697977	33490.72875
-0.029956226	33490.56126
-0.026658808	33490.39378000001
-0.030878334	33490.2263
-0.032076272	33490.05882000001
-0.023918974	33489.89134
-0.029515422	33489.72386000001
-0.022712793	33489.55639000001
-0.026506715	33489.38891
-0.029088953	33489.22144
-0.028029925	33489.05397
-0.026615976	33488.8865
-0.029833978	33488.71904
-0.025336629	33488.55157
-0.026807511	33488.38411
-0.021564567	33488.21665
-0.030153546	33488.04919000001
-0.026009047	33487.88173
-0.025194246	33487.71427
-0.03038988	33487.54682
-0.022339821	33487.37937
-0.029248965	33487.21191000001
-0.027718088	33487.04447
-0.023673682	33486.87702
-0.027806464	33486.70957
-0.025889681	33486.54213
-0.026172632	33486.37468
-0.029084659	33486.20724
-0.027865901	33486.03980000001
-0.023743306	33485.87236
-0.024266339	33485.70493
-0.022985224	33485.53749
-0.025269817	33485.37006
-0.023988789	33485.20263
-0.024062033	33485.03520000001
-0.029630882	33484.86777
-0.024794984	33484.70035
-0.030783952	33484.53292000001
-0.026921271	33484.3655
-0.029625972	33484.19808
-0.026418943	33484.03066
